time,best_ask,best_bid,high_24h,last_size,low_24h,open_24h,price,product_id,sequence,side,time,trade_id,type,volume_24h,volume_30d,Mid,Returns,Direction
2021-01-28 19:10:00,32654.64,32653.44,32740.99,0.00146171,29902.14,30840.32,32654.64,BTC-USD,20547285086.0,buy,2021-01-28T19:09:59.612534Z,127105899.0,ticker,36177.61206781,1072996.63771012,,,-1
2021-01-28 19:20:00,32576.30,32576.29,32740.99,0.00178945,29902.14,30840.32,32576.29,BTC-USD,20547523614.0,sell,2021-01-28T19:19:59.977684Z,127107844.0,ticker,36356.50882371,1073175.53446602,,,-1
2021-01-28 19:30:00,32649.48,32646.20,32740.99,0.00592932,29902.14,30840.32,32646.2,BTC-USD,20547787444.0,sell,2021-01-28T19:29:58.811183Z,127109957.0,ticker,36555.00022602,1073374.02586833,,,-1
2021-01-28 19:40:00,32771.03,32771.02,32800,0.4143776,29902.14,30840.32,32771.03,BTC-USD,20548029550.0,buy,2021-01-28T19:39:59.967386Z,127112521.0,ticker,36917.27591274,1073736.30155505,,,-1
2021-01-28 19:50:00,32618.01,32618.00,32800,0.012,29902.14,30840.32,32618,BTC-USD,20548243637.0,sell,2021-01-28T19:49:59.929183Z,127115373.0,ticker,37252.58417453,1074071.60981684,,,-1
2021-01-28 20:00:00,32651.34,32645.31,32800,0.2716947,29902.14,30840.32,32645.31,BTC-USD,20548480936.0,sell,2021-01-28T19:59:59.909368Z,127118019.0,ticker,37561.45894470,1074380.48458701,,,-1
2021-01-28 20:10:00,32851.31,32851.29,32858.86,0.0111,29902.14,31784.92,32851.31,BTC-USD,20548737348.0,buy,2021-01-28T20:09:59.879471Z,127121525.0,ticker,33563.72237864,1074819.05865965,,,-1
2021-01-28 20:20:00,32865.59,32865.58,33000,0.09082674,29902.14,31784.92,32865.59,BTC-USD,20548974138.0,buy,2021-01-28T20:19:59.622213Z,127125280.0,ticker,34347.82057887,1075603.15685988,,,-1
2021-01-28 20:30:00,32713.20,32709.72,33000,0.01498102,29902.14,31784.92,32713.2,BTC-USD,20549210677.0,buy,2021-01-28T20:29:59.852973Z,127127801.0,ticker,34940.57044975,1076195.90673076,,,-1
2021-01-28 20:40:00,32610.14,32610.07,33000,0.01467113,29902.14,31784.92,32610.14,BTC-USD,20549474521.0,buy,2021-01-28T20:39:59.625098Z,127129925.0,ticker,35338.32578561,1076593.66206662,,,-1
2021-01-28 20:50:00,32577.96,32568.25,33000,0.68119125,29902.14,31784.92,32569.98,BTC-USD,20549768352.0,buy,2021-01-28T20:49:59.652222Z,127132126.0,ticker,35688.55723796,1076943.89351897,,,-1
2021-01-28 21:00:00,32652.12,32648.35,33000,0.00015236,29902.14,31784.92,32652.12,BTC-USD,20550029535.0,buy,2021-01-28T20:59:59.199565Z,127134239.0,ticker,35900.96793211,1077156.30421312,,,-1
2021-01-28 21:10:00,32791.92,32791.37,33000,0.56912418,29902.14,31009.19,32791.92,BTC-USD,20550316294.0,buy,2021-01-28T21:09:59.800572Z,127136463.0,ticker,33512.99139914,1077389.97125249,,,-1
2021-01-28 21:20:00,32987.30,32983.93,33000,0.01074016,29902.14,31009.19,32987.3,BTC-USD,20550605834.0,buy,2021-01-28T21:19:59.970607Z,127139096.0,ticker,33770.89689372,1077647.87674707,,,-1
2021-01-28 21:30:00,32971.81,32969.08,33000,0.02975472,29902.14,31009.19,32971.81,BTC-USD,20550837606.0,buy,2021-01-28T21:29:59.845540Z,127141548.0,ticker,34007.95647233,1077884.93632568,,,-1
2021-01-28 21:40:00,32971.88,32969.89,33000,0.01769217,29902.14,31009.19,32971.88,BTC-USD,20550837894.0,buy,2021-01-28T21:30:00.511470Z,127141550.0,ticker,34007.98255439,1077884.96240774,,,-1
